text,anger,fear,joy,sadness,surprise,hope
Y así espero en Nuestro Señor de tener contento con este negocio.,0,0,1,0,0,0
Hanle tratado mis deudos aunque algunos han sido de diferente parecer.,0,0,0,1,0,0
El señor Juan Vázquez de Salazar hace las capitulaciones y el conde de Fuensalida lo aprueba que estas dos personas tengo yo en lugar de padre para la brevedad de todo.,0,0,0,0,0,0
Ha parecido y al conde de Aguilar que se os despache este correo para que con brevedad llegue a vuestras manos este recado el cual lleva las causas y grado en que somos primos para que saquéis la dispensación con todo secreto y recato porque yo no querría que ahí se entendiese hasta que estuviese acá porque aunque ahí no creo que hay quien lo estorbe ni podrán con todo eso para haber largas y dilaciones bien puedo siempre temer mi mala fortuna.,0,1,0,1,0,0
Y así os ruego procuréis el bueno y breve despacho de esta dispensación y se me envíe con este propio correo pues no va a otra cosa.,0,0,0,0,0,0
Y él no sabe para quién es ni es bien que lo sepa hasta que el lugar de ella lo declare.,0,0,0,0,0,0
Y para que tenga el efecto que deseo haréis que lo favorezcan los más amigos que ahí tengo más.,0,0,0,0,0,0
En vuestra buena habilidad y fe que tenéis en hacer por mí fiemos [...] en todo.,0,0,0,0,0,0
Y así quedo segurísima de que este recado dentro de cuarenta días ha de estar en mi poder.,0,0,0,0,0,0
No hay cosa en este mundo que más desee que vuestra venida aunque como os tengo rogado quiero más que en esta ocasión estéis allí y también por si intentan algo de la restitución mis contrarios contradecirles.,0,1,0,1,0,0
Mas en esto espero en Nuestro Señor pues todo es mundo y no menos la Rota conoce su dañada intención.,0,0,0,1,0,0
Y para estar libre de todo es bien casarme.,0,0,0,1,0,0
Me lo tenéis escrito.,0,0,0,0,0,0
Y si deseo tener algún descanso es para dárosle pues después de Dios a sólo vos le debo.,0,0,0,1,0,0
Y de esto estoy tan reconocida que todo lo que yo pudiere en todos tiempos será para daros contento.,0,0,1,0,0,0
Y quien me le quisiere dar a mí ha de hacer esto.,0,0,0,0,0,0
Y creo que así lo conocerá el conde de Aguilar siempre pues habéis vos sido quien ha sacado mi justicia y libertad a luz.,0,0,0,1,0,0
Dios nos la dé y vea yo cumplido lo que deseo hacer por vos que hasta esto no le tendré cumplido como os digo.,0,0,0,1,0,0
Mucho sentiría que este invierno os quedásedes por allá aunque si no hay seguro pasaje de ninguna manera os embarquéis hasta haberle.,0,0,0,1,0,0
Las cartas para el obispo de Cartagena se dieron a buen recaudo.,0,0,0,0,0,0
Y así se hará todo lo que me dijéredes y mucho más si fuese cosa que os tocase que esto toda la vida ha de ser.,0,0,0,1,0,0
Con un trasordinario que partió de aquí con toda diligencia os escribí lo que había y rogaros os detuviésedes ahí para el efecto que con ésta va.,0,0,0,1,0,0
Y así en sacándose sin hacer estruendo ni ruido como os tengo dicho se me envíe.,0,0,0,1,0,0
Y no os digo que la traigáis vos porque no quiero que vengáis con tanta prisa que haya riesgo en vuestra salud y también por ver si más contrarios tratan de algo como tengo dicho.,0,1,0,1,0,0
Y porque escribiré con el ordinario que de aquí partiere no digo más sino que a todos los amigos deis grandes recados y al de Casano.,0,0,0,0,0,0
Y si sin ellos se pudiese sacar este recado bien holgaría porque hasta usar de él no querría que se supiese.,0,0,1,0,0,0
Todo lo dejo en vuestras manos que lo sabréis guiar como convenga.,0,0,0,1,0,0
Y por si acaso fuese mi desgracia que no os cogiese este recado en Roma va esa carta a don Félix de Guzmán para que abra este pliego y haga esta diligencia.,0,0,0,1,0,0
Y en caso que vos la hubiéredes de hacer no hay para qué decirle nada sino romper la carta.,0,0,0,1,0,0
Mas yo no he hallado otro más seguro que con más recato lo haga pues me ha hecho merced siempre y su padre el alcalde Tejada.,0,0,0,1,0,0
Nuestro Señor os guarde como deseo.,0,0,0,1,0,0
De Madrid 27 de octubre de 1590.,0,0,0,1,0,0
Doña Luisa de Cárdenas,0,0,0,1,0,0
Quedo confiadísima que haréis esta diligencia como conviene y como veis que me toca que no es menos que mi contento.Carta de Luisa de Cárdenas para Pompeo Amoroso agente de negocios.Aunque os tengo escrito con el ordinario he sabido que parte hoy extraordinario.,0,0,1,0,0,0
Y así quiero que vayan estos renglones para deciros como he recibido vuestra carta de quince de mayo y holgado infinito con ella en saber que tenéis salud.,0,0,0,1,0,0
Nuestro Señor os la dé como deseo y he menester para que me la deis cumplida aunque sea pesar de mis contrarios que bien claro y manifiesta es su malicia pues pidieron dubio sobre las tachas de los testigos.,0,1,0,1,0,0
Espero que la Rota le habrá declarado mi favor y con esto que la tercera sentencia será luego para que antes de las vacantes se puedan sacar los ejecutoriales.,0,0,0,0,0,0
Por un solo Dios que con todas veras se eche el resto a esto aunque más esa mala gente lo estorbe con sus enredos y marañas porque es mucho lo que padezco y es sin duda que me hubiera muerto si no me hubiérades sustentado con las dos sentencias que tengo acá que un punto no los aparto de mí.,1,1,0,1,0,1
Venga la tercera y los ejecutoriales para que yo pueda tomar es todo y salga de esta cárcel que se va cada día poniendo aún con más estrechura de las que lo son.,0,1,0,1,0,0
Y pues lo sabéis y os doléis de mí no tengo para qué alargarme en contaros lástimas pues confío que el remedio me habéis de traer tan presto.,0,0,0,1,0,0
Aunque no quiero que sean estos buenos sucesos para mí a costa de vuestra salud.,0,0,0,1,0,0
Y así os pido con todas veras miréis cómo partís de ahí que sea en tiempo que no os la quite ni menos con tanta prisa que se aventure porque sin duda lo sería mi vida.,0,1,0,1,0,0
Y por todas estas razones es fuerza que miréis mucho por la vuestra.,0,0,0,1,0,0
Y si hace muchas calores es mejor que os detengáis y también que miréis que el venir por la posta si os ha de hacer la merced no lo quiero.,0,0,0,1,0,0
Y en esto me haréis el mayor bien que puede ser.,0,0,0,0,0,0
Y así os lo torno a encargar y a rogar a las muchas obligaciones que os tengo.,0,0,0,1,0,0
No digo más a ellas de que quien las reconoce como yo que [...] así las sabrá reconocer con la demostración que es justo.,0,0,0,0,0,0
A lo menos toda la que yo pudiere no faltará.,0,0,0,0,0,0
En lo que toca a pedir mis contrarios restitución es de las maldades que ellos tratan.,0,0,0,0,0,0
Y así es menester que lo entienda su santidad y que no se la concedan.,0,1,0,0,0,0
Y advertid que Escaño y sus valedores pondrán mucho esfuerzo.,0,1,0,0,0,0
Y así es menester que mis amigos se lo resistan porque sería un empantano del diablo y un caerme yo muerta según lo que padezco de ver que se me dilatase mi remedio y resurrección.,0,1,0,1,0,0
Espero en Nuestro Señor y en vos que no lo han de consentir.,0,0,0,1,0,1
Con gran alborozo me tiene la tercer sentencia de que ha de estar ya dada y que se me ha de enviar con el ordinario que viene.,0,0,1,0,0,0
Véalo yo que bien lo he menester según el disgusto que toda la vida he tenido de tormentos.,0,1,0,1,0,0
Y como os he escrito ahora están en su punto porque aún mi hacienda me los da muy grandes y no hay sino sufrir hasta que me case.,0,0,0,1,0,0
Heme holgado que os hayan llegado las cédulas de crédito que os he enviado y pues ya lo habrá hecho otra de quinientos ducados en Mateo Enríquez.,0,0,0,0,0,0
Paréceme muy bien lo que decís que le dé alguna cosa buena a Serafino y así os encargo lo hagáis luego que aunque yo andaba procurando enviarle algo de las cosas de por acá de aquí a que los junte y halle quien los lleve no dejarán de tardarse.,0,0,0,1,0,0
Y así es bien que le deis algo muy bueno y le digáis cuán reconocida estoy de la merced que me hace y como le tengo de servir y regalar muy de veras.,0,0,0,1,0,0
Y también procuraré enviarle algo aunque no será tan presto.,0,0,0,0,0,0
A los demás jueces también regalad en particular a quien tiene la causa.,0,0,0,0,0,0
Y por estar cierta que a todo os dais la maña que se ve por la obra no digo más que a los dos grandes recados.,0,0,0,1,0,0
Es así que mis contrarios publican que han de dilatar mi justicia mas yo no muestro temor sino mucho esfuerzo de que no lo creo ni han de ser parte para ello.,0,0,0,1,0,0
En lo que toca a la remisoria que se les concedió como os escribí no hicieron nada.,0,0,0,1,0,0
Antes se cumplió el término de lo dos meses.,0,0,0,0,0,0
Y adviértoos de esto por si ellos quisieren decir que se murió el Nucio y que no tuvieron lugar de hacer su probanza porque es mentira.,0,0,0,1,0,0
El término se cumplió a veinte de éste y el Nucio murió a veinticinco harto breve.,0,0,0,1,0,0
Me dé porque solos tres días estuvo malo: acabó modorra.,0,0,0,1,0,0
Heos dicho esto porque estéis advertido.,0,1,0,0,0,0
De Fuensalida os he escrito cual anda y cuán desengañado está con el rey.,0,1,0,1,0,0
Está en el Escorial.,0,0,0,0,0,0
En lo de Vivas no hay lugar hasta con el ordinario de enviaros el poder porque ésta se escribí con tanta prisa como lo muestra la letra.,0,0,0,1,0,0
Y porque os la den luego va por el camino que os la darán.,0,0,0,0,0,0
El responder me sea por la de Sebastián de Porras porque me las da luego.,0,0,0,0,0,0
Yo bendito sea Nuestro Señor estoy mejor que lo he estado estos días.,0,0,1,0,0,0
Y con las buenas nuevas que me dais de mi negocio cobraré salud.,0,0,1,0,0,0
Nuestro Señor os la dé y os guarde como deseo.,0,0,0,1,0,0
De Madrid de junio veintisiete.,0,0,0,0,0,0
Yo deseo hacer una escritura de quinientos ducados que os doy de renta por mi vida y que sea yo obligada a dároslos de cualquiera cosa que yo tuviere de alimentos de mi hacienda y que si me muriere sea obligada a daros de cualquiera cosa en que hubiere de testar lo que montare estos quinientos ducados para que los podráis comprar.,0,0,0,1,0,0
Esta es mi voluntad y así querría ponerla por la obra.,0,0,0,0,0,0
Mirad si queréis hacer allá la escritura o enviarme la memoria que yo la haré hacer y os la enviaré.,0,0,0,0,0,0
Aunque el veniros vos con el ayuda de Dios ha de ser muy presto y tanto que en todo julio os aguardo.,0,0,0,0,0,1
Véalo yo como Dios puede.,0,0,0,0,0,0
Sabed que son grandes los trabajos que aquí se padecen y que es menester que me saques de ellos.,0,1,0,1,0,0
También que se procure no intenten esos malos de mis contrarios que se dispute algún dubio de los que yo he tenido.,0,0,0,1,0,0
Y así estad muy a la mira de todo como creo yo que lo hacéis y veo por la obra.Carta de Isabel Pérez para Luis de Acevedo pseudónimo de Antonio de Acevedo tratante de ganado y mercader.Amado y muy querido señor y más querido hermano.,0,0,0,1,0,0
Una recibí de su mano escrita de los 4 de enero de 83 y si con ella recibí contento júzguelo VM allá poner yo nunca acabaría de explicarlo: haber llegado bueno y a tan buen puerto como es en casa del señor mi tío a quien Nuestro Señor guarde.,0,0,1,0,0,0
No se ha de tener por trabajoso el camino sino por muy dichoso y regalado.,0,0,1,0,0,0
Fue tanto el regocijo que recibí con su carta que ahora me parece que lo vuelvo a recibir de nuevo pues no ceso de leerla y consolarme con ella.,0,0,1,0,0,0
En mucha merced recibo los amores de ella aunque vienen aguados con palabras que no las merezco.,0,0,0,1,0,0
Esta carta es de ver porque yo concedo en todos los requiebros y no consiento que en carta ni en persona minute se diga ni piense palabra tan pesada que es mandarme jurar en otro.,0,1,0,1,0,0
Ya señor sabe que las mujeres por gozosas y generosas de esta tierra son corona de mujeres de todas las del mundo.,0,0,0,0,0,0
Y así yo tenida por tal mal me olvidase de poner tanto quise que vayamos.,0,0,0,1,0,0
Yo hice borrar aquella palabra de su carta para que no entendiese ninguno que [...] VM habría tal pensamiento.,0,0,0,1,0,0
Téngola guardada para cuando Dios sea servido que yo lo vea para que ella sea testigo de mi inocencia y aun de mis trabajos los cuales son tantos que los juzgue cuanto de ello puede.,0,0,0,1,0,0
Y el mayor de todos es verme ausente de cuanto quiero que lo VM llevó a esa tierra le tiene ya libre y venir a ésta donde tales prendas quedó como es su mujer e hijos y tan desamparados que si no es el socorro de Nuestro Señor y de algunos nuestros deudos que lo hacen mejor que los que lo son y de esta santa vieja mi madre que vive y vive para que lo deje de socorrer por darlo a sus [...] nietos no sé qué será de nosotros.,0,1,0,1,0,1
Sólo me consuela y harta la vista de esta carta con la explicación que me da de su venida y la que el señor mi tío me escribe.,0,0,1,0,0,0
Y así le pido para que del todo sea presto ésta me escriba por todas las vías posibles pues yo no tengo otro vía más de saber de su salud la cual le dé Nuestro Señor como esta su esclava e hijos lo han menester.,0,0,0,1,0,0
Lo que le ruego por amor de Dios mire quiero que en todo dé contento al señor mi tío a quien escribo.,0,0,0,1,0,0
Y no salga de su mano y negocio.,0,0,0,0,0,0
Y que hay en esa tierra gente digo mujeres viciosas.,0,0,0,1,0,0
Yo estoy buena loado Dios [...] y lo quedado tal que si cuando de mí se partió yo me hallara tal no fuera sin mi consentimiento ni del de sus hijos.,0,0,0,1,0,0
En mi enfermedad me ha hecho muchas mercedes sin ningún interés el señor Alonso García y su señora mi tía Ana de Villalpando.,0,0,0,1,0,0
Dios se lo pague que yo no puedo.,0,1,0,1,0,0
Acuérdese de darles las gracias cuando escribiere.,0,0,0,0,0,0
Ya yo digo escribo al señor mi tío.,0,0,0,0,0,0
No resta más de que yo vea siempre sus cartas pues en su ausencia para mí no habrá otro mayor consuelo.,0,0,0,1,0,0
Inés de Torres tiene gusto con los niños.,0,0,1,0,0,0
Acuérdese de ella cuando escriba que bastará para traerles esperen un día.,0,0,1,0,0,0
De Tordesillas hay que Luisa de Medina es desposada y muy bien con un Diego de Aguilar vecino de Rioseco hijo de Gerónimo de Aguilar [...] de León que es su deudo.,0,0,0,0,0,0
Y también se casó Antonio de Medina (fue hijo de Juan de Medina) con hija de lozano curtidor.,0,0,0,0,0,0
Diéronle mil y quinientos ducados de dote todo fuesen cursanísimos.,0,0,0,0,0,0
No se ofrece otra cosa mas sí que le pido y ruego no me olvide y mire a esta su esclava que muy desamparada está y sus hijos que lo esperamos.,0,0,0,1,0,0
A parientes sólo de los que tengo dicho se haga cuenta que de los demás no cuenta.,0,0,0,0,0,0
Sólo el indiano lo hace conmigo bien que a la VM Dios os dé salud no es tenido de su boca.,0,0,0,1,0,0
Mi tía Isabel Hernández llevola Dios Día de Navidad.,0,0,0,0,0,0
Quedaron sus hijas cual pundonable con su dolor pobres y muchas estanse juntas con sus hermanos.,0,0,0,1,0,0
Sus virtudes son tantas que éstos las saborearan ante Dios y el mundo.,0,0,0,1,0,0
Un hermano Juan Pérez tiene a Luisico consigo donde le regalan como a hijo.,0,0,0,0,0,0
Págueselo Dios que yo no podré.,0,0,0,1,0,0
Acuérdesele de escribirles en mi carta un capítulo y a Diego Pérez y su mujer.,0,0,0,0,0,0
Nuestro Señor traiga a VM a esta casa y tierra donde le espero cada día hora y momentos con suspiros y le dar la salud que yo deseo y hemos menester.,0,0,0,1,0,0
Yo de Tordehumos 25 de abril de 83 donde quedo para lo que sea.,0,0,0,0,0,0
Verdadera mujer y servidora y esclava vuestra hasta la muerte vuestra,0,0,0,1,0,0
Razón sería ya al cabo de diecinueve años que se apartó de mí y me dejó preñada digo parida un día antes que se fuese a esas partes y con dos hijos que tuviese carta conmigo y con ellos pues vio el remedio que me dejó.,0,1,0,1,0,0
Aun para criar el que me quedaba a los pechos no tenía.,0,0,0,1,0,0
A los cuales dos hijos yo he criado.,0,0,0,0,0,0
Y el uno de ellos se me murió de cuatro años y a Juan el mayor tengo vivo y tiene muy gran deseo de conocer padre.,0,0,0,1,0,0
Y él viendo el poco remedio que yo tengo que es ya hombre quiéreme dejar e ir a buscar a VM.,0,0,0,1,0,0
Por tanto suplico a VM por amor de Dios se compadezca de mí y de los grandes trabajos que he padecido y padezco por criarle y que no permita VM que se me vaya y yo quede sin marido y sin hijo sino que VM se venga con toda la brevedad del mundo y haga conmigo y con su hijo como cristiano que es.,0,1,0,1,0,0
Que por cierto si VM le viese y conociese se holgaría y recibiría muy gran contento.,0,0,1,0,0,0
Él se llama como digo según VM mds Juan y ahora se nombra el nombre de VM: Juan Escudero.,0,0,0,0,0,0
Y éste es su apellido.,0,0,0,0,0,0
Y es muy buen mancebo y virtuoso.,0,0,0,0,0,0
Y yo con lo poco que ganaba con mis manos como mujer le puse a oficio y de aprendiz a sastre.,0,0,0,1,0,0
Y por cierto de lo que él gana comemos ambos.,0,0,0,0,0,0
Y si no fuera por él según estoy de vieja y cansada cumplir los días que yo tengo fuera muerta.,0,1,0,1,0,0
Y señor esta flota que vino de Nueva España parece que un escribano dice recibió una carta de la cual sacó una memoria que la envió a Ronda diciendo que supiesen de mí: si era muerta o viva y si era casada y cuánto había y qué hijos tenía y si los tenía vivos o muertos.,0,1,0,1,0,0
Y la memoria vino a mi poder.,0,0,0,1,0,0
Y luego hice las diligencias necesarias que vine a esta ciudad de Sevilla seguimiento de la cédula y con gran deseo que teníamos yo y su hijo de saber de VM.,0,0,0,1,0,0
Y fuimos a la contratación y hablamos con el que envió la cédula.,0,0,0,0,0,0
Y desde que nos vio a mí y a su hijo dijo que era de VM que un perulero que había venido esta armada le dio una carta empero que se la había perdido y no sabía de ella.,0,0,0,1,0,0
Y nosotros [...] en balde por donde gastamos unas blancas que su hijo no había ganado.,0,0,0,1,0,0
En la hora que ésta escribo estamos en Sevilla.,0,0,0,0,0,0
Y aunque sepamos pedirlo por amor de Dios nos hemos de quejar a los señores de la contratación que nos declare el que fue y el efecto nos envió la cédula y nos hacer [...] nuestro trabajo.,0,0,0,1,0,0
Así que señor por un solo Dios le rogamos yo y su hijo que se compadezca de nosotros y se acuerde que ha de morir y que es cautivo de Dios.,0,1,0,1,0,0
Digo de verdad que si no fuera porque me dicen que le haré mucho mal que aunque lo vieran las buenas gentes por amor de Dios enviara una carta siquiera por VM.,0,1,0,1,0,0
Que no es justo que un hombre tan honrado como me dicen que es y así lo tengo por cierto esté tiempo en pecado mortal y apartado de su mujer.,0,1,0,1,0,0
Y porque confío en Dios y en VM que lo hará muy mejor que lo tengo pongo a ésta fin.,0,0,0,1,0,0
Y ya le digo que yo y su hijo Juan Escudero estamos vivos y buenos.,0,0,0,0,0,0
Y mis hermanas os besan las manos de VM.,0,0,0,0,0,0
Su cuñado Luis Real es fallecido habrá seis años y dejó un hijo y tienen gran deseo de ver a VM.,0,0,0,1,0,0
Mi Dios Nuestro Señor le guarde y dé gracia que conviene me venga a España y le vean mis ojos antes que yo muera.,0,0,0,1,0,0
De Sevilla y de septiembre 13 de 1567 años.,0,0,0,0,0,0
De su muy deseada y querida mujer,0,0,0,0,0,0
María Gómez,0,0,0,0,0,0
Señor si por ventura VM tiene tal asiento esta ciudad y no pueda venir por amor de Dios le ruega su hijo Juan Escudero que nos envíe algún remedio y recaudo por él vaya a ver a VM porque tiene gran deseo como digo de conocer padre que yo por mis pecados como digo soy vieja y me temo que si en camino tan largo me metiese que moriría.Carta no autógrafa de Francisca Vázquez para su hijo Alonso de Vera.Muy deseado hijo.,0,1,0,1,0,0
Estamos muy maravillados del gran descuido que habéis tenido de no escribirnos tanto tiempo ha.,0,0,0,1,0,0
Porque desde que entrastes en México sola en un armada nos habéis enviado cartas.,0,0,0,1,0,0
Y aquéllas vinieron en un envoltorio que el señor capitán Francisco Ramírez envió al señor Diego de Cero.,0,0,0,0,0,0
Éstas vinieron año de sesenta y ocho.,0,0,0,0,0,0
Y enviástesnos a decir en ellas que año de sesenta y nueve nos enviaríades muchas cartas y más lo que vos pudiesdes.,0,0,0,0,0,0
Mas veo hijo que bien nos habéis olvidado para darnos a nosotros mayor congoja y a muchos en el pueblo admiración de ver vuestro gran descuido que habéis tenido.,0,1,0,1,0,0
En esta armada que vino año de setenta víspera de San Miguel de septiembre recibimos una carta del señor Francisco González.,0,0,0,0,0,0
Y por ella nos dio aviso de como en México llevábades manera de ganar de comer y como al señor Francisco Ramírez habían hechado capitán de las Chichimecas y os habíades ido con él ca esta causa no escribíades.,0,0,0,1,0,0
No quisiera sino pues os íbades de México que dejárades escritas cartas y en poder del señor Francisco González porque como vino la suya vinieran las vuestras que por no habernos escrito no os hemos enviado la probanzas que luego las hicimos trasladar.,0,0,0,1,0,0
Y paréceme que fueran perdidas si os las hubiéramos enviado.,0,0,0,1,0,0
Háceme tanto placer de cuanta congoja nos habéis dado que por todas las vías que podáis nos escribáis.,0,0,0,1,0,0
Enviadnos a dar cuenta qué tierra es ésa cómo os ha ido en ella que tan lejos está de México si van por tierra o por mar y si es ganada o hay manera de ganar.,0,0,0,0,0,0
De todo nos dad aviso y cómo lo hizo con vos el señor Francisco González todo el tiempo que estuvistes en México y cómo lo ha hecho con vos el señor capitán Francisco Ramírez.,0,0,0,0,0,0
Porque todo el pueblo tiene entendido que os ha de favorecer en todo lo que pudiere porque es muy honrado y no podrá dejar de hacerlo como quien él es.,0,0,0,0,0,0
Háceme placer que de todo nos deis aviso.,0,0,0,0,0,0
Hágoos saber que Diego López del Castillo os escribe.,0,0,0,0,0,0
Respondedle cuando a nosotros nos escribiéredes.,0,0,0,0,0,0
Y en su carta nos haréis a nosotros muy gran placer que le deis aviso que se hizo sobre los negocios de su suegro Asenjo López pues cuando nos escribistes nos distes aviso de lo que pasaba.,0,0,0,1,0,0
Ahora ni más ni menos nos los dad a nosotros y al Diego López en su carta.,0,0,0,0,0,0
Hágoos saber hijo que lo que pasa en esta tierra es que son los años tan trabajosos que nunca jamás los que son nacidos tiempos tan trabajosos dicen que no han visto porque la guerra de Granada tiene destruida toda Castilla.,0,1,0,1,0,0
Y el mayor mal que en ello hay es que están metidos en aquella sierra que no tienen remedio los cristianos de ofenderles y así no hay corte de acabarse.,0,0,0,1,0,0
La tierra está tal que en todo el año pasado llovió y así no se cogió pan.,0,0,0,1,0,0
Vale una libra cinco maravedís.,0,0,0,0,0,0
Hay la mayor hambre que jamás se ha visto.,0,0,0,1,0,0
Tengo entendido que este año ha de acabar de necesidad mucha gente y nosotros los primeros.,0,0,0,0,0,0
Vuestra hermana Leonor de Vera os besa muchas veces las manos y dice que cada día muy ahincadamente ruega a Dios por vos.,0,0,0,1,0,0
Dice que se está espantada cómo la habéis olvidado llevándola tanto en la memoria.,0,1,0,1,0,0
Pedro de Vera el que la presente escribe os besa las manos.,0,0,0,0,0,0
Francisco de Vera el mozo ni más ni menos.,0,0,0,0,0,0
El padre fray Pedro Vázquez y el padre fray Hernando Vázquez se os encomiendan mucho.,0,0,0,0,0,0
Y vuestro tío Antonio Cuello tiene en cuenta de rogar a Dios por vos cada día que dicen misa.,0,0,0,0,0,0
Todos vuestros deudos y no deudos os besan las manos y Catalina y sus hijas os besan las manos.,0,0,0,0,0,0
Fecha en Belmonte a veinte y uno de octubre de mil y quinientos y setenta años.,0,0,0,0,0,0
Los quedan con más deseo de veros que no de escribiros.,0,0,1,0,0,0
Pedro de Vera Francisco de Vera Francisca Vázquez,0,0,0,0,0,0
Hijo Gonzalo de Moya y su mujer y todos sus hijos os besan las manos.Carta de Juan de Peñaranda para su cuñado Juan de la Fuente soldado.De un soldado natural de esta villa que vino pocos días a ese pueblo supimos nueva muy cierta de VM que dijo había estado con VM en la ciudad de Los Ángeles adonde quedaba al presente con Juan Manzano el entallador.,0,0,0,0,0,0
Y dionos tantas y tan buenas nuevas de VM cual Dios Nuestro Señor sea servido que siempre hallamos de VM.,0,0,1,0,0,1
Y fue tanto el contento el que mi señora Elvira Sánchez con esto recibió y no digo tan solamente ella mas mi señora la vieja y mi señora doña Isabel que por ser el mensajero cierto lo tuvieron por verdadero y en lugar de carta que ha tantos días que no aporta acá letra de VM que a fe cierto es bien deseada.,0,0,1,0,0,0
Así que todo esto ha sido parte para que mi señora de más del gran cuidado que tiene se acrecentase para escribirle a VM y también me movió a mí el grandísimo deseo que tengo de saber de la salud de VM y también el gran desconsuelo que mi señora tiene por el ausencia de VM.,0,1,0,1,0,0
Y por ésta darle cuenta de que todos los de casa quiero decir mi señora la vieja y mi señora Elvira Sánchez y mi señora doña Isabel y su marido mi señor (que ya VM habrá sabido y cuando no lo sabrá por ésta como ya está casada con un perulero natural de Zafra muy rico tanto de dinero cuanto de virtud) y yo y todos los demás de casa tenemos salud deseando que siempre VM la tenga.,0,0,0,1,0,0
Y lo que yo principalmente por ésta quiero suplicar a VM que no se olvide de mi señora ni la deje padecer tan gran desconsuelo por el ausencia de VM que a fe cierto haya no mira mi señora a lo que VM ha de traer porque tiene para que ella y VM pasen honradamente.,0,0,0,1,0,0
Se lo ruego a Dios traiga a VM con brevedad y salud.,0,0,0,1,0,0
Y en lo que VM me encargó por su carta que mirase por mi señora harto encargado está ello de suyo pues no tengo más por quien mi señora sino sólo por ella y sí le ruego a VM haga lo mismo.,0,0,0,1,0,0
Y por no ser para más ceso besándolas a VM mil veces.,0,0,0,1,0,0
Y asimismo mi señora la vieja y mi señora Elvira Sánchez y mi señora doña Isabel y mi señor su marido besan las de VM mil veces.,0,0,0,0,0,0
Y de Los Santos y mayo 4 de 1597 años.,0,0,0,0,0,0
Juan de PeñarandaCarta de Benito Boyer impresor de libros para Diego Navarro Maldonado mercader de libros.Muy magnífico señor.,0,0,0,0,0,0
La de VM de 8 de noviembre pasado 1584 he recibido en respuesta de otras mías y con ellas me holgué muy mucho por saber de la salud de VM y de la buena llegada de la nao de Francisco Espínola con las cuarenta cajas de libros que envié a VM por mi cuenta que según los infortunios que habiron en dicha flota me puedo llamar venturoso en haber llegado lo dicho con bien.,0,0,1,0,0,0
Que sea Nuestro Señor alabado de ello por todo sea para su santo servicio.,0,0,0,1,0,0
Amén.,0,0,0,0,0,0
En lo demás veo cómo luego procuró VM con el cuidado posible la venta de estas cajas las cuales por ser muchas y por otras razones que VM me avisa no pudo venderlas por más de a cuarenta por ciento( coste de los libros cajas y esteras y otras cosas.) Y que esta venta se hizo con el señor Juan de Treviño a pagar dos mil y seiscientos y cuarenta pesos para esta primera flota y los demás pesos que montaren para otra flota la mitad y la otra mitad para otra.,0,0,0,1,0,0
Y que es muy abonado dicho señor Treviño y que en él tengo mi deuda segura a lo cual respondo que acepto todo cuanto VM dice ha hecho.,0,0,0,1,0,0
Y tengo pacencia pues no se pudo vender más de dichos cuarenta por ciento que cierto es muy poco y mucho plazo.,0,0,0,1,0,0
Y no tiene razón de quejarse dicho señor Treviño porque los precios son muy moderados y no los puso Andrea Pescioni ni nadie de Sevilla sino porque compraban a mi sobrino Juan Boyer dichas cajas en Sevilla y porque no se las quiso dar de envidia escribieron algunos esto allá que no tuvieron razón y los precios se pusieron en Salamanca y aún menos de otras memorias de los que allá envían.,0,0,0,1,0,0
Yo tengo compañía en esto con otros que quedan quejosos que pensaban que se venderían mucho más que si esto no se entendiera no se enviaran allá sino que en Sevilla se podían vender por lo mismo porque los gastos montan poco menos de los 40 por ciento sin aguardar tanto tiempo por nuestro dinero.,0,0,0,1,0,0
Y no hay que innovar la venta ni se gana en ello casi nada para poder hacer refacción al señor Treviño como le sirvo aquí incluso largamente.,0,0,0,0,0,0
Y si él no lo comprara no faltara otro o enviara allá un criado para venderlos y pues que las más ruines mercaderías cuanto más esto que es flor.,0,0,0,1,0,0
Se venden a 50 por ciento y se le dio por cuarenta y tanto plazo se queja sin razón y si no le venía al cuento¿ por qué lo compró? Con todo le aviso que si fuera cosa mía no mirara en poca cosa por ver su llaneza y parecerme muy hombre de bien y que dice que pagará a VM día a día do todo lo que montan dichas cuarenta cajas que creo habrá VM hecho el entrego de ellas.,0,1,0,1,0,0
Y holgara recibir cartas de VM en esta postrera carabela que vino los días pasados por saber todo lo que montaba y ante quién se obligó que VM me escribía que me lo avisaría todo pero no he recibido ningunas de VM que me holgara mucho de ello.,0,1,0,1,0,0
Por tanto suplico a VM me avise de todo para ponerlo por memoria.,0,0,0,0,0,0
Al dicho señor Treviño escribo que en lo que me mandare a lo venidero le haré toda la cortesía posible.,0,0,0,0,0,0
Y porque como digo no se puede innovar en nada esta venta para que quede contento y no quejoso yo le haré de gracia por ello alguna honesta refacción en la primera memoria que por su cuenta me pedirá porque jamás nadie con quien he tratado se ha quejado de mí ni aun tampoco con razón tiene de estarlo dicho señor Treviño al cual entregará VM doscientos pliegos de una cosa misma que van con ésta para que cada pliego se ponga en las 200 biblias de la dicha cargazón porque los señores del consejo supremo de la Santa Inquisición y las universidades y cuantos doctos hay en España la han vuelto a ver de nuevo y por quitar escrúpulos han hecho la expurgación de este dicho pliego porque con ello nadie boquee sobre esto que es bueno y santo.,0,0,0,1,0,0
